id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,date_registration,has_unregistered,average_score,assessment_and_feedback_sum_click,content_resource_sum_click,interaction_and_discussion_sum_click,navigation_pages_sum_click,tool_sum_click,final_result
530398,BBB,2013B,F,East Anglian Region,Lower Than A Level,10-20,35-55,1,120,-109.0,1,0.0,0.0,1.0,1.0,3.0,0.0,Withdrawn
530483,BBB,2013B,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,-121.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
530493,BBB,2013B,F,London Region,Lower Than A Level,0-10%,35-55,1,180,-114.0,0,30.04,67.0,9.0,53.0,54.0,0.0,Fail
530669,BBB,2013B,F,London Region,A Level or Equivalent,10-20,0-35,0,60,-116.0,0,44.07,50.0,39.0,2114.0,451.0,2.0,Pass
530987,BBB,2013B,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,-121.0,0,51.39,50.0,31.0,178.0,143.0,2.0,Pass
531000,BBB,2013B,F,London Region,Lower Than A Level,0-10%,35-55,0,60,-22.0,1,0.0,0.0,3.0,4.0,1.0,0.0,Withdrawn
531027,BBB,2013B,F,Wales,Lower Than A Level,20-30%,0-35,0,60,-73.0,0,4.0,16.0,17.0,44.0,33.0,0.0,Fail
531205,BBB,2013B,F,South West Region,Lower Than A Level,10-20,0-35,0,60,-24.0,1,8.38,13.0,16.0,22.0,34.0,0.0,Withdrawn
531235,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,-77.0,1,0.0,0.0,12.0,9.0,15.0,0.0,Withdrawn
531427,BBB,2013B,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,-113.0,0,42.09,53.0,1.0,33.0,18.0,0.0,Fail
531428,BBB,2013B,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,-133.0,1,3.3,0.0,16.0,42.0,30.0,2.0,Withdrawn
531464,BBB,2013B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,-94.0,0,2.75,0.0,14.0,50.0,38.0,0.0,Fail
531481,BBB,2013B,F,London Region,A Level or Equivalent,80-90%,35-55,1,180,-107.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
531569,BBB,2013B,F,South Region,A Level or Equivalent,20-30%,0-35,1,120,-73.0,0,3.5,0.0,5.0,9.0,11.0,0.0,Fail
531573,BBB,2013B,F,Wales,Lower Than A Level,0-10%,35-55,1,120,-44.0,0,41.83,39.0,28.0,20.0,56.0,0.0,Fail
531634,BBB,2013B,F,North Region,HE Qualification,10-20,0-35,0,120,-68.0,0,1.95,0.0,20.0,191.0,73.0,0.0,Fail
531689,BBB,2013B,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,-92.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
532000,BBB,2013B,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,-89.0,1,0.0,0.0,30.0,101.0,70.0,0.0,Withdrawn
532034,BBB,2013B,F,Scotland,Lower Than A Level,10-20,0-35,0,60,-82.0,0,15.76,15.0,33.0,32.0,62.0,0.0,Fail
532140,BBB,2013B,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,270,-128.0,0,74.4,92.0,12.0,112.0,65.0,0.0,Pass
532142,BBB,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,120,-73.0,1,0.0,0.0,9.0,2.0,15.0,0.0,Withdrawn
532317,BBB,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,-93.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
532396,BBB,2013B,F,South Region,HE Qualification,70-80%,0-35,0,60,-130.0,1,4.25,2.0,34.0,172.0,109.0,0.0,Withdrawn
532500,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,-9.0,0,7.55,67.0,100.0,48.0,245.0,0.0,Fail
532512,BBB,2013B,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,-44.0,1,29.84,46.0,57.0,290.0,242.0,0.0,Withdrawn
532534,BBB,2013B,M,North Region,Lower Than A Level,10-20,0-35,0,60,-93.0,0,16.77,59.0,23.0,339.0,191.0,0.0,Fail
532584,BBB,2013B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,-120.0,0,13.47,12.0,0.0,10.0,7.0,0.0,Fail
532665,BBB,2013B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,-52.0,0,73.65,85.0,13.0,7.0,39.0,0.0,Pass
532668,BBB,2013B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,-113.0,0,0.0,0.0,5.0,0.0,9.0,0.0,Fail
532710,BBB,2013B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,-50.0,0,0.8,22.0,12.0,24.0,27.0,0.0,Fail
532742,BBB,2013B,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,-55.0,1,0.0,0.0,3.0,0.0,5.0,0.0,Withdrawn
532839,BBB,2013B,F,North Region,HE Qualification,Missing,0-35,0,60,-130.0,1,18.25,63.0,58.0,382.0,381.0,5.0,Withdrawn
532886,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,-107.0,0,62.93,70.0,28.0,301.0,178.0,0.0,Pass
532928,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,-93.0,1,0.0,0.0,30.0,130.0,55.0,9.0,Withdrawn
532950,BBB,2013B,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,-64.0,0,61.18,75.0,124.0,3900.0,1248.0,2.0,Pass
533324,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,-89.0,0,65.2,86.0,12.0,191.0,134.0,0.0,Pass
533347,BBB,2013B,F,Wales,Lower Than A Level,70-80%,0-35,0,60,-71.0,0,48.56,102.0,98.0,38.0,195.0,0.0,Pass
533365,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,-89.0,0,27.4,29.0,15.0,48.0,90.0,0.0,Fail
533512,BBB,2013B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,-95.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
533545,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,-109.0,0,45.17,90.0,29.0,299.0,223.0,0.0,Pass
533697,BBB,2013B,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,-86.0,1,25.05,28.0,28.0,125.0,140.0,1.0,Withdrawn
533722,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,-130.0,0,82.73,81.0,71.0,154.0,264.0,0.0,Distinction
533737,BBB,2013B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,-102.0,1,0.0,0.0,0.0,0.0,6.0,0.0,Withdrawn
533839,BBB,2013B,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,-30.0,0,80.31,71.0,20.0,238.0,104.0,0.0,Pass
533846,BBB,2013B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,-77.0,0,0.0,2.0,20.0,41.0,82.0,0.0,Fail
533969,BBB,2013B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,-111.0,0,3.5,0.0,5.0,49.0,18.0,0.0,Fail
533996,BBB,2013B,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,-111.0,1,16.92,20.0,102.0,228.0,207.0,3.0,Withdrawn
534051,BBB,2013B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,-78.0,0,60.8,81.0,30.0,37.0,146.0,0.0,Fail
534086,BBB,2013B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,-92.0,0,79.39,88.0,59.0,156.0,237.0,0.0,Fail
534151,BBB,2013B,F,North Region,Lower Than A Level,40-50%,0-35,0,120,-134.0,1,0.8,19.0,16.0,6.0,49.0,0.0,Withdrawn
534217,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,-116.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534343,BBB,2013B,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,-61.0,0,81.93,78.0,59.0,272.0,294.0,0.0,Distinction
534360,BBB,2013B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,-64.0,0,78.74,60.0,19.0,19.0,62.0,0.0,Pass
534373,BBB,2013B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,-44.0,0,78.95,95.0,28.0,507.0,286.0,0.0,Pass
534426,BBB,2013B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,-89.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534432,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,-79.0,0,61.27,69.0,30.0,133.0,147.0,2.0,Pass
534530,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,60,-71.0,0,0.0,0.0,0.0,1.0,2.0,0.0,Fail
534652,BBB,2013B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,-82.0,0,70.73,80.0,24.0,788.0,361.0,0.0,Distinction
534671,BBB,2013B,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,-16.0,1,0.0,1.0,8.0,32.0,6.0,0.0,Withdrawn
534698,BBB,2013B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,-116.0,0,81.77,115.0,73.0,1522.0,787.0,0.0,Pass
534709,BBB,2013B,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,-89.0,0,40.78,78.0,35.0,355.0,181.0,0.0,Pass
534713,BBB,2013B,F,Scotland,HE Qualification,80-90%,0-35,0,120,-107.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534744,BBB,2013B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,-44.0,0,33.64,70.0,14.0,103.0,102.0,1.0,Fail
534758,BBB,2013B,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,-92.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534765,BBB,2013B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,3.0,0,78.77,53.0,8.0,354.0,117.0,0.0,Pass
534830,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,-59.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534908,BBB,2013B,F,North Region,A Level or Equivalent,10-20,0-35,0,120,-29.0,0,2.05,1.0,33.0,18.0,66.0,0.0,Fail
534922,BBB,2013B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,-127.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
534983,BBB,2013B,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,-77.0,0,50.09,70.0,29.0,85.0,199.0,0.0,Pass
534991,BBB,2013B,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,-24.0,0,48.82,89.0,15.0,44.0,55.0,0.0,Pass
535012,BBB,2013B,F,Wales,Lower Than A Level,20-30%,0-35,0,120,-87.0,0,47.63,82.0,48.0,201.0,208.0,1.0,Fail
535140,BBB,2013B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,-111.0,0,58.06,132.0,65.0,193.0,363.0,0.0,Pass
535145,BBB,2013B,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,-46.0,0,64.01,99.0,173.0,723.0,794.0,5.0,Fail
535152,BBB,2013B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,-23.0,1,19.21,27.0,32.0,433.0,121.0,9.0,Withdrawn
535155,BBB,2013B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,-119.0,1,18.54,47.0,48.0,99.0,108.0,0.0,Withdrawn
535269,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,-94.0,1,16.2,43.0,57.0,137.0,184.0,4.0,Withdrawn
535272,BBB,2013B,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,-68.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
535278,BBB,2013B,F,Scotland,Lower Than A Level,10-20,0-35,0,60,-107.0,0,32.47,33.0,7.0,131.0,42.0,0.0,Fail
535303,BBB,2013B,F,London Region,No Formal quals,60-70%,0-35,0,60,-86.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
535328,BBB,2013B,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,-52.0,0,74.18,116.0,33.0,500.0,332.0,0.0,Pass
535396,BBB,2013B,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,-77.0,1,28.79,30.0,42.0,55.0,125.0,0.0,Withdrawn
535407,BBB,2013B,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,-88.0,0,80.35,66.0,21.0,184.0,90.0,3.0,Pass
535468,BBB,2013B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,-113.0,0,83.99,74.0,62.0,1670.0,399.0,0.0,Pass
535526,BBB,2013B,F,North Region,Lower Than A Level,0-10%,0-35,0,120,-121.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
535530,BBB,2013B,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,-61.0,0,81.31,72.0,27.0,155.0,182.0,1.0,Pass
535558,BBB,2013B,F,South Region,HE Qualification,40-50%,0-35,0,120,-61.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
535605,BBB,2013B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,-22.0,0,91.91,101.0,77.0,5225.0,732.0,4.0,Distinction
535618,BBB,2013B,M,North Region,Lower Than A Level,80-90%,0-35,0,120,-79.0,0,0.0,0.0,9.0,12.0,16.0,0.0,Fail
535755,BBB,2013B,F,North Western Region,HE Qualification,10-20,0-35,0,60,-94.0,0,75.96,73.0,18.0,194.0,107.0,0.0,Pass
535760,BBB,2013B,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,-68.0,0,68.74,70.0,12.0,151.0,93.0,0.0,Pass
535773,BBB,2013B,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,-44.0,0,73.69,179.0,327.0,6295.0,2341.0,20.0,Pass
535778,BBB,2013B,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,-93.0,0,19.94,16.0,3.0,9.0,13.0,0.0,Fail
535800,BBB,2013B,F,Wales,A Level or Equivalent,60-70%,0-35,0,120,-76.0,0,63.35,79.0,50.0,277.0,320.0,0.0,Pass
535807,BBB,2013B,F,London Region,Lower Than A Level,30-40%,0-35,0,120,-128.0,0,60.12,69.0,3.0,195.0,72.0,0.0,Fail
535820,BBB,2013B,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,-130.0,0,62.88,61.0,27.0,340.0,306.0,0.0,Pass
536050,BBB,2013B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,-86.0,0,0.0,1.0,7.0,36.0,11.0,0.0,Fail
536112,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,-52.0,0,63.3,84.0,25.0,577.0,257.0,0.0,Pass
536188,BBB,2013B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,-94.0,0,75.05,56.0,51.0,65.0,271.0,0.0,Fail
536189,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,-93.0,0,85.25,74.0,122.0,121.0,672.0,0.0,Pass
536203,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,-36.0,1,22.15,51.0,24.0,655.0,209.0,5.0,Withdrawn
536205,BBB,2013B,F,South Region,Lower Than A Level,70-80%,0-35,0,60,-64.0,0,50.89,55.0,7.0,51.0,52.0,0.0,Pass
536216,BBB,2013B,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,-90.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
536243,BBB,2013B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,-106.0,0,0.0,0.0,7.0,6.0,9.0,0.0,Fail
536270,BBB,2013B,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,-106.0,1,20.19,30.0,13.0,201.0,134.0,1.0,Withdrawn
536442,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,-93.0,1,12.3,80.0,57.0,128.0,259.0,0.0,Withdrawn
536452,BBB,2013B,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,-86.0,0,64.99,65.0,37.0,75.0,110.0,0.0,Pass
536471,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,-115.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
536510,BBB,2013B,F,South Region,Lower Than A Level,0-10%,0-35,0,60,-96.0,1,24.13,1.0,16.0,75.0,78.0,0.0,Withdrawn
536519,BBB,2013B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,-28.0,1,0.0,1.0,13.0,75.0,51.0,2.0,Withdrawn
536520,BBB,2013B,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,-53.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
536551,BBB,2013B,F,Wales,A Level or Equivalent,0-10%,0-35,0,75,-127.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
536670,BBB,2013B,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,-21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
536722,BBB,2013B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,-89.0,0,33.9,55.0,39.0,260.0,145.0,1.0,Fail
536726,BBB,2013B,F,Scotland,HE Qualification,20-30%,0-35,0,60,-106.0,0,63.54,79.0,27.0,6210.0,1898.0,0.0,Fail
536856,BBB,2013B,F,Wales,Lower Than A Level,20-30%,0-35,0,60,-50.0,0,37.03,22.0,103.0,179.0,152.0,5.0,Fail
536900,BBB,2013B,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,-25.0,0,53.06,66.0,13.0,6.0,58.0,0.0,Pass
537162,BBB,2013B,F,Wales,Lower Than A Level,50-60%,0-35,0,120,-82.0,0,65.11,91.0,88.0,3892.0,873.0,1.0,Pass
537193,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,-18.0,0,79.15,147.0,121.0,1911.0,594.0,1.0,Pass
537255,BBB,2013B,F,North Region,Lower Than A Level,10-20,0-35,0,60,-100.0,0,68.02,69.0,89.0,4171.0,1077.0,1.0,Pass
537259,BBB,2013B,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,-8.0,0,44.59,80.0,133.0,54.0,380.0,0.0,Fail
537263,BBB,2013B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,-83.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
537320,BBB,2013B,F,London Region,Lower Than A Level,30-40%,35-55,0,90,-16.0,1,0.0,0.0,22.0,30.0,55.0,1.0,Withdrawn
537342,BBB,2013B,F,South Region,HE Qualification,90-100%,0-35,0,120,-80.0,0,86.29,114.0,51.0,638.0,273.0,0.0,Distinction
537392,BBB,2013B,F,South Region,Lower Than A Level,60-70%,35-55,0,60,-78.0,1,15.29,15.0,26.0,275.0,100.0,1.0,Withdrawn
537414,BBB,2013B,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,-76.0,0,73.3,73.0,49.0,117.0,155.0,0.0,Pass
537433,BBB,2013B,F,South Region,HE Qualification,20-30%,0-35,0,60,-72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
537434,BBB,2013B,F,Ireland,A Level or Equivalent,20-30%,0-35,0,180,-113.0,0,89.62,135.0,107.0,1940.0,713.0,0.0,Pass
537464,BBB,2013B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,-92.0,0,77.39,77.0,66.0,456.0,268.0,0.0,Pass
537473,BBB,2013B,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,-86.0,0,55.6,91.0,86.0,612.0,403.0,0.0,Pass
537488,BBB,2013B,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,-73.0,0,64.56,89.0,62.0,2618.0,584.0,3.0,Pass
537558,BBB,2013B,F,South Region,HE Qualification,90-100%,0-35,0,120,-58.0,0,73.19,92.0,41.0,269.0,256.0,0.0,Distinction
537572,BBB,2013B,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,-113.0,0,73.78,118.0,78.0,2590.0,1067.0,3.0,Pass
537584,BBB,2013B,F,Ireland,Lower Than A Level,10-20,0-35,0,60,-46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
537676,BBB,2013B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,-93.0,0,0.0,1.0,10.0,13.0,15.0,1.0,Fail
537679,BBB,2013B,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,-86.0,0,76.55,94.0,85.0,730.0,496.0,0.0,Pass
537688,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,-104.0,0,73.61,101.0,40.0,237.0,198.0,0.0,Pass
537704,BBB,2013B,F,South Region,Lower Than A Level,50-60%,35-55,0,60,-89.0,0,53.11,90.0,57.0,243.0,390.0,4.0,Pass
537844,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,-36.0,0,30.11,27.0,140.0,1569.0,493.0,10.0,Fail
537875,BBB,2013B,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,-72.0,0,80.32,73.0,51.0,837.0,329.0,0.0,Pass
537898,BBB,2013B,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,-34.0,0,62.8,54.0,47.0,398.0,205.0,3.0,Pass
537905,BBB,2013B,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,-73.0,0,83.19,63.0,146.0,443.0,405.0,1.0,Distinction
538138,BBB,2013B,F,North Region,A Level or Equivalent,50-60%,35-55,0,120,-22.0,1,3.25,0.0,14.0,87.0,77.0,2.0,Withdrawn
538196,BBB,2013B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,-89.0,1,5.2,25.0,13.0,151.0,135.0,4.0,Withdrawn
538221,BBB,2013B,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,-98.0,0,74.61,77.0,80.0,3515.0,1170.0,0.0,Pass
538232,BBB,2013B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,-89.0,1,17.63,30.0,9.0,131.0,72.0,1.0,Withdrawn
538897,BBB,2013B,F,London Region,A Level or Equivalent,30-40%,35-55,0,120,-8.0,0,81.18,92.0,109.0,522.0,517.0,0.0,Distinction
538942,BBB,2013B,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,-72.0,0,65.84,94.0,26.0,493.0,217.0,2.0,Fail
538987,BBB,2013B,F,London Region,HE Qualification,50-60%,35-55,0,60,-83.0,0,85.79,105.0,61.0,1647.0,308.0,2.0,Distinction
539041,BBB,2013B,F,Wales,A Level or Equivalent,70-80%,0-35,1,120,-71.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
539056,BBB,2013B,F,North Western Region,HE Qualification,60-70%,35-55,0,60,-46.0,0,64.57,106.0,162.0,837.0,541.0,9.0,Pass
539232,BBB,2013B,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,-95.0,1,32.44,55.0,29.0,37.0,126.0,0.0,Withdrawn
539253,BBB,2013B,F,Wales,Lower Than A Level,50-60%,0-35,0,60,-100.0,0,55.0,45.0,48.0,584.0,222.0,0.0,Fail
539265,BBB,2013B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,-43.0,0,59.67,160.0,41.0,2055.0,1002.0,1.0,Pass
539303,BBB,2013B,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,-76.0,0,77.03,64.0,15.0,431.0,126.0,0.0,Pass
539345,BBB,2013B,F,Scotland,HE Qualification,20-30%,0-35,0,60,-59.0,0,62.62,73.0,40.0,64.0,98.0,0.0,Pass
539365,BBB,2013B,F,London Region,Lower Than A Level,20-30%,35-55,0,60,-90.0,0,73.93,97.0,122.0,2367.0,1076.0,1.0,Pass
539385,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,-90.0,0,61.48,89.0,40.0,305.0,238.0,0.0,Pass
539416,BBB,2013B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,-65.0,0,0.0,1.0,31.0,40.0,56.0,0.0,Fail
539418,BBB,2013B,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,-87.0,0,93.69,142.0,101.0,2669.0,960.0,2.0,Distinction
539426,BBB,2013B,F,London Region,No Formal quals,20-30%,35-55,0,60,-16.0,1,0.0,0.0,0.0,0.0,1.0,0.0,Withdrawn
539558,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,-95.0,0,66.17,76.0,58.0,266.0,149.0,1.0,Fail
539572,BBB,2013B,F,London Region,Lower Than A Level,30-40%,0-35,0,60,-89.0,0,58.03,99.0,15.0,231.0,140.0,0.0,Pass
539710,BBB,2013B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,-86.0,0,0.0,0.0,1.0,16.0,4.0,0.0,Fail
539737,BBB,2013B,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,-27.0,0,62.62,84.0,8.0,36.0,37.0,0.0,Pass
539891,BBB,2013B,F,Wales,Lower Than A Level,30-40%,35-55,0,120,-23.0,1,4.65,13.0,10.0,77.0,35.0,0.0,Withdrawn
539962,BBB,2013B,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,-90.0,0,26.67,54.0,20.0,561.0,103.0,0.0,Fail
540055,BBB,2013B,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,60,-118.0,0,68.46,78.0,35.0,410.0,366.0,7.0,Distinction
540122,BBB,2013B,M,London Region,A Level or Equivalent,10-20,0-35,0,60,-93.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
540184,BBB,2013B,F,South Region,Lower Than A Level,40-50%,0-35,0,60,-90.0,0,71.98,100.0,86.0,11466.0,2218.0,4.0,Pass
540511,BBB,2013B,F,South West Region,HE Qualification,30-40%,35-55,0,60,-29.0,0,75.47,120.0,53.0,1054.0,213.0,3.0,Distinction
540513,BBB,2013B,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,75,-44.0,0,76.53,70.0,8.0,313.0,71.0,0.0,Pass
540530,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,-46.0,0,63.03,50.0,9.0,18.0,62.0,0.0,Fail
540568,BBB,2013B,M,North Region,A Level or Equivalent,40-50%,35-55,0,120,-89.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
540594,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,-25.0,1,0.0,0.0,4.0,0.0,7.0,0.0,Withdrawn
540607,BBB,2013B,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,-59.0,0,61.06,74.0,37.0,320.0,100.0,0.0,Pass
540614,BBB,2013B,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,-90.0,0,64.08,114.0,71.0,341.0,482.0,1.0,Pass
540656,BBB,2013B,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,-86.0,0,69.77,67.0,4.0,273.0,43.0,0.0,Pass
540750,BBB,2013B,F,Wales,Lower Than A Level,0-10%,0-35,0,60,-46.0,0,76.77,71.0,48.0,545.0,302.0,1.0,Pass
540767,BBB,2013B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,-88.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
